Country/Region,Date,Recovered
Australia,2021-03-03,22920
China,2021-03-03,95752
Denmark,2021-03-03,687
France,2021-03-03,34039
Netherlands,2021-03-03,14580
New Zealand,2021-03-03,0
United Kingdom,2021-03-03,11741
Australia,2021-03-04,22924
China,2021-03-04,95775
Denmark,2021-03-04,687
France,2021-03-04,34039
Netherlands,2021-03-04,14586
New Zealand,2021-03-04,0
United Kingdom,2021-03-04,11795
Australia,2021-03-05,22926
China,2021-03-05,95801
Denmark,2021-03-05,687
France,2021-03-05,34039
Netherlands,2021-03-05,14664
New Zealand,2021-03-05,0
United Kingdom,2021-03-05,11834
Australia,2021-03-06,22928
China,2021-03-06,95830
Denmark,2021-03-06,687
France,2021-03-06,34039
Netherlands,2021-03-06,14687
New Zealand,2021-03-06,0
United Kingdom,2021-03-06,11849
Australia,2021-03-07,22929
China,2021-03-07,95848
Denmark,2021-03-07,687
France,2021-03-07,34039
Netherlands,2021-03-07,14706
New Zealand,2021-03-07,0
United Kingdom,2021-03-07,11851
Australia,2021-03-08,22931
China,2021-03-08,95865
Denmark,2021-03-08,687
France,2021-03-08,34046
Netherlands,2021-03-08,14713
New Zealand,2021-03-08,0
United Kingdom,2021-03-08,11853
Australia,2021-03-09,22936
China,2021-03-09,95900
Denmark,2021-03-09,688
France,2021-03-09,34480
Netherlands,2021-03-09,14786
New Zealand,2021-03-09,0
United Kingdom,2021-03-09,11868
Australia,2021-03-10,22945
China,2021-03-10,95918
Denmark,2021-03-10,688
France,2021-03-10,34480
Netherlands,2021-03-10,14829
New Zealand,2021-03-10,0
United Kingdom,2021-03-10,11923
Australia,2021-03-11,22949
China,2021-03-11,95945
Denmark,2021-03-11,688
France,2021-03-11,34480
Netherlands,2021-03-11,14877
New Zealand,2021-03-11,0
United Kingdom,2021-03-11,11944
Australia,2021-03-12,22952
China,2021-03-12,95965
Denmark,2021-03-12,688
France,2021-03-12,34480
Netherlands,2021-03-12,14928
New Zealand,2021-03-12,0
United Kingdom,2021-03-12,11947
Australia,2021-03-13,22957
China,2021-03-13,96005
Denmark,2021-03-13,688
France,2021-03-13,34480
Netherlands,2021-03-13,14954
New Zealand,2021-03-13,0
United Kingdom,2021-03-13,11949
Australia,2021-03-14,22957
China,2021-03-14,96034
Denmark,2021-03-14,688
France,2021-03-14,34480
Netherlands,2021-03-14,14981
New Zealand,2021-03-14,0
United Kingdom,2021-03-14,11972
Australia,2021-03-15,22958
China,2021-03-15,96059
Denmark,2021-03-15,688
France,2021-03-15,34480
Netherlands,2021-03-15,15021
New Zealand,2021-03-15,0
United Kingdom,2021-03-15,11997
Australia,2021-03-16,22960
China,2021-03-16,96086
Denmark,2021-03-16,688
France,2021-03-16,34480
Netherlands,2021-03-16,15055
New Zealand,2021-03-16,0
United Kingdom,2021-03-16,12013
Australia,2021-03-17,22962
China,2021-03-17,96122
Denmark,2021-03-17,688
France,2021-03-17,34480
Netherlands,2021-03-17,15121
New Zealand,2021-03-17,0
United Kingdom,2021-03-17,12053
Australia,2021-03-18,22963
China,2021-03-18,96152
Denmark,2021-03-18,688
France,2021-03-18,34480
Netherlands,2021-03-18,15156
New Zealand,2021-03-18,0
United Kingdom,2021-03-18,12086
Australia,2021-03-19,22965
China,2021-03-19,96172
Denmark,2021-03-19,690
France,2021-03-19,34480
Netherlands,2021-03-19,15196
New Zealand,2021-03-19,0
United Kingdom,2021-03-19,12130
Australia,2021-03-20,22966
China,2021-03-20,96206
Denmark,2021-03-20,690
France,2021-03-20,35204
Netherlands,2021-03-20,15273
New Zealand,2021-03-20,0
United Kingdom,2021-03-20,12167
Australia,2021-03-21,22971
China,2021-03-21,96228
Denmark,2021-03-21,690
France,2021-03-21,35204
Netherlands,2021-03-21,15312
New Zealand,2021-03-21,0
United Kingdom,2021-03-21,12176
Australia,2021-03-22,22977
China,2021-03-22,96265
Denmark,2021-03-22,690
France,2021-03-22,35206
Netherlands,2021-03-22,15387
New Zealand,2021-03-22,0
United Kingdom,2021-03-22,12225
Australia,2021-03-23,22982
China,2021-03-23,96313
Denmark,2021-03-23,691
France,2021-03-23,36166
Netherlands,2021-03-23,15441
New Zealand,2021-03-23,0
United Kingdom,2021-03-23,12383
Australia,2021-03-24,22988
China,2021-03-24,96345
Denmark,2021-03-24,691
France,2021-03-24,36166
Netherlands,2021-03-24,15530
New Zealand,2021-03-24,0
United Kingdom,2021-03-24,12397
Australia,2021-03-25,22991
China,2021-03-25,96389
Denmark,2021-03-25,691
France,2021-03-25,36166
Netherlands,2021-03-25,15596
New Zealand,2021-03-25,0
United Kingdom,2021-03-25,12563
Australia,2021-03-26,22994
China,2021-03-26,96430
Denmark,2021-03-26,691
France,2021-03-26,36166
Netherlands,2021-03-26,15653
New Zealand,2021-03-26,0
United Kingdom,2021-03-26,12567
Australia,2021-03-27,22996
China,2021-03-27,96450
Denmark,2021-03-27,691
France,2021-03-27,36192
Netherlands,2021-03-27,15779
New Zealand,2021-03-27,0
United Kingdom,2021-03-27,12712
Australia,2021-03-28,23004
China,2021-03-28,96460
Denmark,2021-03-28,691
France,2021-03-28,36192
Netherlands,2021-03-28,15907
New Zealand,2021-03-28,0
United Kingdom,2021-03-28,12774
Australia,2021-03-29,23005
China,2021-03-29,96503
Denmark,2021-03-29,691
France,2021-03-29,36192
Netherlands,2021-03-29,16020
New Zealand,2021-03-29,0
United Kingdom,2021-03-29,12868
Australia,2021-03-30,23005
China,2021-03-30,96517
Denmark,2021-03-30,691
France,2021-03-30,36956
Netherlands,2021-03-30,16102
New Zealand,2021-03-30,0
United Kingdom,2021-03-30,12930
Australia,2021-03-31,23012
China,2021-03-31,96536
Denmark,2021-03-31,691
France,2021-03-31,36956
Netherlands,2021-03-31,16209
New Zealand,2021-03-31,0
United Kingdom,2021-03-31,13073
Australia,2021-04-01,23014
China,2021-04-01,96556
Denmark,2021-04-01,691
France,2021-04-01,36956
Netherlands,2021-04-01,16306
New Zealand,2021-04-01,0
United Kingdom,2021-04-01,13089
Australia,2021-04-02,23025
China,2021-04-02,96580
Denmark,2021-04-02,691
France,2021-04-02,36956
Netherlands,2021-04-02,16446
New Zealand,2021-04-02,0
United Kingdom,2021-04-02,13190
Australia,2021-04-03,23027
China,2021-04-03,96605
Denmark,2021-04-03,691
France,2021-04-03,36956
Netherlands,2021-04-03,16562
New Zealand,2021-04-03,0
United Kingdom,2021-04-03,13222
Australia,2021-04-04,23032
China,2021-04-04,96619
Denmark,2021-04-04,691
France,2021-04-04,36956
Netherlands,2021-04-04,16735
New Zealand,2021-04-04,0
United Kingdom,2021-04-04,13254
Australia,2021-04-05,23048
China,2021-04-05,96640
Denmark,2021-04-05,691
France,2021-04-05,36956
Netherlands,2021-04-05,16841
New Zealand,2021-04-05,0
United Kingdom,2021-04-05,13296
Australia,2021-04-06,23049
China,2021-04-06,96658
Denmark,2021-04-06,691
France,2021-04-06,38139
Netherlands,2021-04-06,16986
New Zealand,2021-04-06,0
United Kingdom,2021-04-06,13345
Australia,2021-04-07,23056
China,2021-04-07,96675
Denmark,2021-04-07,691
France,2021-04-07,38139
Netherlands,2021-04-07,17035
New Zealand,2021-04-07,0
United Kingdom,2021-04-07,13391
Australia,2021-04-08,23071
China,2021-04-08,96691
Denmark,2021-04-08,691
France,2021-04-08,38139
Netherlands,2021-04-08,17433
New Zealand,2021-04-08,0
United Kingdom,2021-04-08,13435
Australia,2021-04-09,23080
China,2021-04-09,96711
Denmark,2021-04-09,691
France,2021-04-09,38139
Netherlands,2021-04-09,17700
New Zealand,2021-04-09,0
United Kingdom,2021-04-09,13467
Australia,2021-04-10,23083
China,2021-04-10,96727
Denmark,2021-04-10,691
France,2021-04-10,38139
Netherlands,2021-04-10,18054
New Zealand,2021-04-10,0
United Kingdom,2021-04-10,13494
Australia,2021-04-11,23085
China,2021-04-11,96747
Denmark,2021-04-11,691
France,2021-04-11,38139
Netherlands,2021-04-11,18230
New Zealand,2021-04-11,0
United Kingdom,2021-04-11,13494
Australia,2021-04-12,23087
China,2021-04-12,96766
Denmark,2021-04-12,691
France,2021-04-12,38139
Netherlands,2021-04-12,18611
New Zealand,2021-04-12,0
United Kingdom,2021-04-12,13608
Australia,2021-04-13,23104
China,2021-04-13,96785
Denmark,2021-04-13,691
France,2021-04-13,38922
Netherlands,2021-04-13,19008
New Zealand,2021-04-13,0
United Kingdom,2021-04-13,13660
Australia,2021-04-14,23108
China,2021-04-14,96806
Denmark,2021-04-14,691
France,2021-04-14,38922
Netherlands,2021-04-14,19552
New Zealand,2021-04-14,0
United Kingdom,2021-04-14,13675
Australia,2021-04-15,23114
China,2021-04-15,96824
Denmark,2021-04-15,691
France,2021-04-15,38922
Netherlands,2021-04-15,19908
New Zealand,2021-04-15,0
United Kingdom,2021-04-15,13854
Australia,2021-04-16,23147
China,2021-04-16,96836
Denmark,2021-04-16,691
France,2021-04-16,38922
Netherlands,2021-04-16,20226
New Zealand,2021-04-16,0
United Kingdom,2021-04-16,13937
Australia,2021-04-17,23158
China,2021-04-17,96851
Denmark,2021-04-17,691
France,2021-04-17,38922
Netherlands,2021-04-17,21060
New Zealand,2021-04-17,0
United Kingdom,2021-04-17,13983
Australia,2021-04-18,23160
China,2021-04-18,96872
Denmark,2021-04-18,691
France,2021-04-18,38922
Netherlands,2021-04-18,21382
New Zealand,2021-04-18,0
United Kingdom,2021-04-18,13987
Australia,2021-04-19,23173
China,2021-04-19,96891
Denmark,2021-04-19,691
France,2021-04-19,38922
Netherlands,2021-04-19,21658
New Zealand,2021-04-19,0
United Kingdom,2021-04-19,14040
Australia,2021-04-20,23177
China,2021-04-20,96931
Denmark,2021-04-20,691
France,2021-04-20,39781
Netherlands,2021-04-20,21730
New Zealand,2021-04-20,0
United Kingdom,2021-04-20,14054
Australia,2021-04-21,23181
China,2021-04-21,96954
Denmark,2021-04-21,691
France,2021-04-21,39781
Netherlands,2021-04-21,22139
New Zealand,2021-04-21,0
United Kingdom,2021-04-21,14104
Australia,2021-04-22,23183
China,2021-04-22,96985
Denmark,2021-04-22,691
France,2021-04-22,39781
Netherlands,2021-04-22,22382
New Zealand,2021-04-22,0
United Kingdom,2021-04-22,14195
Australia,2021-04-23,23191
China,2021-04-23,97003
Denmark,2021-04-23,691
France,2021-04-23,39781
Netherlands,2021-04-23,22714
New Zealand,2021-04-23,0
United Kingdom,2021-04-23,14281
Australia,2021-04-24,23195
China,2021-04-24,97029
Denmark,2021-04-24,692
France,2021-04-24,39781
Netherlands,2021-04-24,22970
New Zealand,2021-04-24,0
United Kingdom,2021-04-24,14388
Australia,2021-04-25,23209
China,2021-04-25,97051
Denmark,2021-04-25,692
France,2021-04-25,39781
Netherlands,2021-04-25,23325
New Zealand,2021-04-25,0
United Kingdom,2021-04-25,14452
Australia,2021-04-26,23253
China,2021-04-26,97066
Denmark,2021-04-26,692
France,2021-04-26,39781
Netherlands,2021-04-26,23488
New Zealand,2021-04-26,0
United Kingdom,2021-04-26,14552
Australia,2021-04-27,23260
China,2021-04-27,97092
Denmark,2021-04-27,692
France,2021-04-27,40787
Netherlands,2021-04-27,23945
New Zealand,2021-04-27,0
United Kingdom,2021-04-27,14567
Australia,2021-04-28,23271
China,2021-04-28,97120
Denmark,2021-04-28,692
France,2021-04-28,40788
Netherlands,2021-04-28,24001
New Zealand,2021-04-28,0
United Kingdom,2021-04-28,14620
Australia,2021-04-29,23279
China,2021-04-29,97141
Denmark,2021-04-29,693
France,2021-04-29,40788
Netherlands,2021-04-29,25528
New Zealand,2021-04-29,0
United Kingdom,2021-04-29,14658
Australia,2021-04-30,23294
China,2021-04-30,97171
Denmark,2021-04-30,693
France,2021-04-30,40788
Netherlands,2021-04-30,25632
New Zealand,2021-04-30,0
United Kingdom,2021-04-30,14683
Australia,2021-05-01,23308
China,2021-05-01,97199
Denmark,2021-05-01,693
France,2021-05-01,40788
Netherlands,2021-05-01,25784
New Zealand,2021-05-01,0
United Kingdom,2021-05-01,14684
Australia,2021-05-02,23327
China,2021-05-02,97223
Denmark,2021-05-02,693
France,2021-05-02,54543
Netherlands,2021-05-02,25830
New Zealand,2021-05-02,0
United Kingdom,2021-05-02,14684
Australia,2021-05-03,23330
China,2021-05-03,97241
Denmark,2021-05-03,693
France,2021-05-03,54548
Netherlands,2021-05-03,25940
New Zealand,2021-05-03,0
United Kingdom,2021-05-03,14684
Australia,2021-05-04,23349
China,2021-05-04,97259
Denmark,2021-05-04,693
France,2021-05-04,55741
Netherlands,2021-05-04,26004
New Zealand,2021-05-04,0
United Kingdom,2021-05-04,14839
Australia,2021-05-05,23377
China,2021-05-05,97280
Denmark,2021-05-05,693
France,2021-05-05,55745
Netherlands,2021-05-05,26071
New Zealand,2021-05-05,0
United Kingdom,2021-05-05,14897
Australia,2021-05-06,23396
China,2021-05-06,97301
Denmark,2021-05-06,693
France,2021-05-06,55752
Netherlands,2021-05-06,26126
New Zealand,2021-05-06,0
United Kingdom,2021-05-06,14961
Australia,2021-05-07,23407
China,2021-05-07,97322
Denmark,2021-05-07,693
France,2021-05-07,55752
Netherlands,2021-05-07,26164
New Zealand,2021-05-07,0
United Kingdom,2021-05-07,14961
Australia,2021-05-08,23429
China,2021-05-08,97348
Denmark,2021-05-08,693
France,2021-05-08,55752
Netherlands,2021-05-08,26245
New Zealand,2021-05-08,0
United Kingdom,2021-05-08,15011
Australia,2021-05-09,23437
China,2021-05-09,97368
Denmark,2021-05-09,693
France,2021-05-09,55752
Netherlands,2021-05-09,26277
New Zealand,2021-05-09,0
United Kingdom,2021-05-09,15011
Australia,2021-05-10,23460
China,2021-05-10,97379
Denmark,2021-05-10,693
France,2021-05-10,55752
Netherlands,2021-05-10,26310
New Zealand,2021-05-10,0
United Kingdom,2021-05-10,15088
Australia,2021-05-11,23466
China,2021-05-11,97402
Denmark,2021-05-11,693
France,2021-05-11,57507
Netherlands,2021-05-11,26344
New Zealand,2021-05-11,0
United Kingdom,2021-05-11,15147
Australia,2021-05-12,23474
China,2021-05-12,97420
Denmark,2021-05-12,694
France,2021-05-12,57507
Netherlands,2021-05-12,26380
New Zealand,2021-05-12,0
United Kingdom,2021-05-12,15158
Australia,2021-05-13,23484
China,2021-05-13,97439
Denmark,2021-05-13,694
France,2021-05-13,57507
Netherlands,2021-05-13,26451
New Zealand,2021-05-13,0
United Kingdom,2021-05-13,15201
Australia,2021-05-14,23490
China,2021-05-14,97462
Denmark,2021-05-14,694
France,2021-05-14,57540
Netherlands,2021-05-14,26477
New Zealand,2021-05-14,0
United Kingdom,2021-05-14,15214
Australia,2021-05-15,23493
China,2021-05-15,97485
Denmark,2021-05-15,694
France,2021-05-15,57932
Netherlands,2021-05-15,26495
New Zealand,2021-05-15,0
United Kingdom,2021-05-15,15254
Australia,2021-05-16,23494
China,2021-05-16,97509
Denmark,2021-05-16,694
France,2021-05-16,57932
Netherlands,2021-05-16,26517
New Zealand,2021-05-16,0
United Kingdom,2021-05-16,15258
Australia,2021-05-17,23499
China,2021-05-17,97529
Denmark,2021-05-17,698
France,2021-05-17,57938
Netherlands,2021-05-17,26534
New Zealand,2021-05-17,0
United Kingdom,2021-05-17,15292
Australia,2021-05-18,23511
China,2021-05-18,97548
Denmark,2021-05-18,698
France,2021-05-18,58046
Netherlands,2021-05-18,26562
New Zealand,2021-05-18,0
United Kingdom,2021-05-18,15319
Australia,2021-05-19,23518
China,2021-05-19,97566
Denmark,2021-05-19,699
France,2021-05-19,58057
Netherlands,2021-05-19,26590
New Zealand,2021-05-19,0
United Kingdom,2021-05-19,15340
Australia,2021-05-20,23525
China,2021-05-20,97583
Denmark,2021-05-20,699
France,2021-05-20,58057
Netherlands,2021-05-20,26611
New Zealand,2021-05-20,0
United Kingdom,2021-05-20,15407
Australia,2021-05-21,23533
China,2021-05-21,97600
Denmark,2021-05-21,699
France,2021-05-21,58073
Netherlands,2021-05-21,26633
New Zealand,2021-05-21,0
United Kingdom,2021-05-21,15427
Australia,2021-05-22,23539
China,2021-05-22,97608
Denmark,2021-05-22,700
France,2021-05-22,58073
Netherlands,2021-05-22,26645
New Zealand,2021-05-22,0
United Kingdom,2021-05-22,15427
Australia,2021-05-23,23549
China,2021-05-23,97618
Denmark,2021-05-23,700
France,2021-05-23,58075
Netherlands,2021-05-23,26653
New Zealand,2021-05-23,0
United Kingdom,2021-05-23,15427
Australia,2021-05-24,23557
China,2021-05-24,97642
Denmark,2021-05-24,700
France,2021-05-24,58075
Netherlands,2021-05-24,26656
New Zealand,2021-05-24,0
United Kingdom,2021-05-24,15445
Australia,2021-05-25,23560
China,2021-05-25,97662
Denmark,2021-05-25,700
France,2021-05-25,59162
Netherlands,2021-05-25,26704
New Zealand,2021-05-25,0
United Kingdom,2021-05-25,15453
Australia,2021-05-26,23568
China,2021-05-26,97676
Denmark,2021-05-26,701
France,2021-05-26,59185
Netherlands,2021-05-26,26728
New Zealand,2021-05-26,0
United Kingdom,2021-05-26,15477
Australia,2021-05-27,23571
China,2021-05-27,97694
Denmark,2021-05-27,702
France,2021-05-27,59185
Netherlands,2021-05-27,26754
New Zealand,2021-05-27,0
United Kingdom,2021-05-27,15480
Australia,2021-05-28,23575
China,2021-05-28,97712
Denmark,2021-05-28,702
France,2021-05-28,59190
Netherlands,2021-05-28,26780
New Zealand,2021-05-28,0
United Kingdom,2021-05-28,15480
Australia,2021-05-29,23579
China,2021-05-29,97727
Denmark,2021-05-29,702
France,2021-05-29,59192
Netherlands,2021-05-29,26810
New Zealand,2021-05-29,0
United Kingdom,2021-05-29,15481
Australia,2021-05-30,23581
China,2021-05-30,97743
Denmark,2021-05-30,702
France,2021-05-30,59192
Netherlands,2021-05-30,26825
New Zealand,2021-05-30,0
United Kingdom,2021-05-30,15486
Australia,2021-05-31,23583
China,2021-05-31,97756
Denmark,2021-05-31,704
France,2021-05-31,59196
Netherlands,2021-05-31,26839
New Zealand,2021-05-31,0
United Kingdom,2021-05-31,15507
Australia,2021-06-01,23584
China,2021-06-01,97770
Denmark,2021-06-01,708
France,2021-06-01,59196
Netherlands,2021-06-01,26881
New Zealand,2021-06-01,0
United Kingdom,2021-06-01,15508
Australia,2021-06-02,23595
China,2021-06-02,97783
Denmark,2021-06-02,710
France,2021-06-02,59199
Netherlands,2021-06-02,26887
New Zealand,2021-06-02,0
United Kingdom,2021-06-02,15514
Australia,2021-06-03,23601
China,2021-06-03,97799
Denmark,2021-06-03,721
France,2021-06-03,59202
Netherlands,2021-06-03,26916
New Zealand,2021-06-03,0
United Kingdom,2021-06-03,15517
Australia,2021-06-04,23601
China,2021-06-04,97811
Denmark,2021-06-04,725
France,2021-06-04,59206
Netherlands,2021-06-04,26932
New Zealand,2021-06-04,0
United Kingdom,2021-06-04,15524
Australia,2021-06-05,23603
China,2021-06-05,97837
Denmark,2021-06-05,725
France,2021-06-05,59206
Netherlands,2021-06-05,26959
New Zealand,2021-06-05,0
United Kingdom,2021-06-05,15528
Australia,2021-06-06,23607
China,2021-06-06,97856
Denmark,2021-06-06,731
France,2021-06-06,59206
Netherlands,2021-06-06,26971
New Zealand,2021-06-06,0
United Kingdom,2021-06-06,15532
Australia,2021-06-07,23617
China,2021-06-07,97887
Denmark,2021-06-07,733
France,2021-06-07,59213
Netherlands,2021-06-07,26981
New Zealand,2021-06-07,0
United Kingdom,2021-06-07,15538
Australia,2021-06-08,23630
China,2021-06-08,97897
Denmark,2021-06-08,743
France,2021-06-08,61513
Netherlands,2021-06-08,27018
New Zealand,2021-06-08,0
United Kingdom,2021-06-08,15539
Australia,2021-06-09,23639
China,2021-06-09,97918
Denmark,2021-06-09,745
France,2021-06-09,61513
Netherlands,2021-06-09,27047
New Zealand,2021-06-09,0
United Kingdom,2021-06-09,15540
Australia,2021-06-10,23648
China,2021-06-10,97933
Denmark,2021-06-10,754
France,2021-06-10,61513
Netherlands,2021-06-10,27075
New Zealand,2021-06-10,0
United Kingdom,2021-06-10,15543
Australia,2021-06-11,23653
China,2021-06-11,97951
Denmark,2021-06-11,754
France,2021-06-11,61526
Netherlands,2021-06-11,27102
New Zealand,2021-06-11,0
United Kingdom,2021-06-11,15543
Australia,2021-06-12,23664
China,2021-06-12,97973
Denmark,2021-06-12,759
France,2021-06-12,61526
Netherlands,2021-06-12,27108
New Zealand,2021-06-12,0
United Kingdom,2021-06-12,15544
Australia,2021-06-13,23676
China,2021-06-13,97986
Denmark,2021-06-13,767
France,2021-06-13,61526
Netherlands,2021-06-13,27110
New Zealand,2021-06-13,0
United Kingdom,2021-06-13,15551
Australia,2021-06-14,23692
China,2021-06-14,97997
Denmark,2021-06-14,767
France,2021-06-14,61526
Netherlands,2021-06-14,27130
New Zealand,2021-06-14,0
United Kingdom,2021-06-14,15562
Australia,2021-06-15,23710
China,2021-06-15,98007
Denmark,2021-06-15,768
France,2021-06-15,62793
Netherlands,2021-06-15,27143
New Zealand,2021-06-15,0
United Kingdom,2021-06-15,15562
Australia,2021-06-16,23716
China,2021-06-16,98026
Denmark,2021-06-16,779
France,2021-06-16,62801
Netherlands,2021-06-16,27152
New Zealand,2021-06-16,0
United Kingdom,2021-06-16,15563
Australia,2021-06-17,23720
China,2021-06-17,98041
Denmark,2021-06-17,780
France,2021-06-17,62809
Netherlands,2021-06-17,27171
New Zealand,2021-06-17,0
United Kingdom,2021-06-17,15601
Australia,2021-06-18,23727
