Country/Region,Date,Confirmed
Netherlands,2021-04-14,24132
New Zealand,2021-04-14,0
United Kingdom,2021-04-14,15023
Australia,2021-04-15,29484
Canada,2021-04-15,1109721
China,2021-04-15,102135
Denmark,2021-04-15,693
France,2021-04-15,99081
Netherlands,2021-04-15,24288
New Zealand,2021-04-15,0
United Kingdom,2021-04-15,15119
Australia,2021-04-16,29499
Canada,2021-04-16,1117989
China,2021-04-16,102167
Denmark,2021-04-16,693
France,2021-04-16,99198
Netherlands,2021-04-16,24431
New Zealand,2021-04-16,0
United Kingdom,2021-04-16,15170
Australia,2021-04-17,29519
Canada,2021-04-17,1125817
China,2021-04-17,102201
Denmark,2021-04-17,693
France,2021-04-17,99292
Netherlands,2021-04-17,24543
New Zealand,2021-04-17,0
United Kingdom,2021-04-17,15237
Australia,2021-04-18,29533
Canada,2021-04-18,1133008
China,2021-04-18,102242
Denmark,2021-04-18,693
France,2021-04-18,100936
Netherlands,2021-04-18,24607
New Zealand,2021-04-18,0
United Kingdom,2021-04-18,15239
Australia,2021-04-19,29556
Canada,2021-04-19,1142612
China,2021-04-19,102264
Denmark,2021-04-19,693
France,2021-04-19,100948
Netherlands,2021-04-19,24651
New Zealand,2021-04-19,0
United Kingdom,2021-04-19,15330
Australia,2021-04-20,29576
Canada,2021-04-20,1150515
China,2021-04-20,102293
Denmark,2021-04-20,694
France,2021-04-20,101020
Netherlands,2021-04-20,24709
New Zealand,2021-04-20,0
United Kingdom,2021-04-20,15337
Australia,2021-04-21,29594
Canada,2021-04-21,1158731
China,2021-04-21,102300
Denmark,2021-04-21,694
France,2021-04-21,102121
Netherlands,2021-04-21,24828
New Zealand,2021-04-21,0
United Kingdom,2021-04-21,15363
Australia,2021-04-22,29638
Canada,2021-04-22,1167764
China,2021-04-22,102333
Denmark,2021-04-22,694
France,2021-04-22,102125
Netherlands,2021-04-22,24899
New Zealand,2021-04-22,0
United Kingdom,2021-04-22,15401
Australia,2021-04-23,29653
Canada,2021-04-23,1175990
China,2021-04-23,102351
Denmark,2021-04-23,694
France,2021-04-23,102409
Netherlands,2021-04-23,24973
New Zealand,2021-04-23,0
United Kingdom,2021-04-23,15421
Australia,2021-04-24,29663
Canada,2021-04-24,1183174
China,2021-04-24,102367
Denmark,2021-04-24,694
France,2021-04-24,102566
Netherlands,2021-04-24,25020
New Zealand,2021-04-24,0
United Kingdom,2021-04-24,15482
Australia,2021-04-25,29680
Canada,2021-04-25,1189775
China,2021-04-25,102384
Denmark,2021-04-25,694
France,2021-04-25,102739
Netherlands,2021-04-25,25068
New Zealand,2021-04-25,0
United Kingdom,2021-04-25,15503
Australia,2021-04-26,29717
Canada,2021-04-26,1198421
China,2021-04-26,102399
Denmark,2021-04-26,694
France,2021-04-26,104320
Netherlands,2021-04-26,25100
New Zealand,2021-04-26,0
United Kingdom,2021-04-26,15558
Australia,2021-04-27,29750
Canada,2021-04-27,1205924
China,2021-04-27,102419
Denmark,2021-04-27,694
France,2021-04-27,105412
Netherlands,2021-04-27,25132
New Zealand,2021-04-27,0
United Kingdom,2021-04-27,15571
Australia,2021-04-28,29773
Canada,2021-04-28,1214193
China,2021-04-28,102446
Denmark,2021-04-28,694
France,2021-04-28,105752
Netherlands,2021-04-28,25153
New Zealand,2021-04-28,0
United Kingdom,2021-04-28,15592
Australia,2021-04-29,29798
Canada,2021-04-29,1222551
China,2021-04-29,102474
Denmark,2021-04-29,694
France,2021-04-29,105856
Netherlands,2021-04-29,26571
New Zealand,2021-04-29,0
United Kingdom,2021-04-29,15606
Australia,2021-04-30,29811
Canada,2021-04-30,1230517
China,2021-04-30,102494
Denmark,2021-04-30,695
France,2021-04-30,106025
Netherlands,2021-04-30,26621
New Zealand,2021-04-30,0
United Kingdom,2021-04-30,15622
Australia,2021-05-01,29824
Canada,2021-05-01,1238283
China,2021-05-01,102517
Denmark,2021-05-01,695
France,2021-05-01,106204
Netherlands,2021-05-01,26646
New Zealand,2021-05-01,0
United Kingdom,2021-05-01,15626
Australia,2021-05-02,29838
Canada,2021-05-02,1244422
China,2021-05-02,102530
Denmark,2021-05-02,695
France,2021-05-02,107888
Netherlands,2021-05-02,26649
New Zealand,2021-05-02,0
United Kingdom,2021-05-02,15629
Australia,2021-05-03,29850
Canada,2021-05-03,1252737
China,2021-05-03,102549
Denmark,2021-05-03,695
France,2021-05-03,107895
Netherlands,2021-05-03,26692
New Zealand,2021-05-03,0
United Kingdom,2021-05-03,15654
Australia,2021-05-04,29865
Canada,2021-05-04,1259638
China,2021-05-04,102560
Denmark,2021-05-04,696
France,2021-05-04,108055
Netherlands,2021-05-04,26721
New Zealand,2021-05-04,0
United Kingdom,2021-05-04,15691
Australia,2021-05-05,29884
Canada,2021-05-05,1267357
China,2021-05-05,102571
Denmark,2021-05-05,699
France,2021-05-05,109314
Netherlands,2021-05-05,26749
New Zealand,2021-05-05,0
United Kingdom,2021-05-05,15702
Australia,2021-05-06,29893
Canada,2021-05-06,1275440
China,2021-05-06,102586
Denmark,2021-05-06,699
France,2021-05-06,109551
Netherlands,2021-05-06,26763
New Zealand,2021-05-06,0
United Kingdom,2021-05-06,15707
Australia,2021-05-07,29906
Canada,2021-05-07,1283186
China,2021-05-07,102596
Denmark,2021-05-07,699
France,2021-05-07,109714
Netherlands,2021-05-07,26791
New Zealand,2021-05-07,0
United Kingdom,2021-05-07,15707
Australia,2021-05-08,29922
Canada,2021-05-08,1289665
China,2021-05-08,102613
Denmark,2021-05-08,699
France,2021-05-08,111034
Netherlands,2021-05-08,26831
New Zealand,2021-05-08,0
United Kingdom,2021-05-08,15716
Australia,2021-05-09,29931
Canada,2021-05-09,1295200
China,2021-05-09,102625
Denmark,2021-05-09,699
France,2021-05-09,111034
Netherlands,2021-05-09,26846
New Zealand,2021-05-09,0
United Kingdom,2021-05-09,15717
Australia,2021-05-10,29938
Canada,2021-05-10,1302141
China,2021-05-10,102643
Denmark,2021-05-10,699
France,2021-05-10,111041
Netherlands,2021-05-10,26862
New Zealand,2021-05-10,0
United Kingdom,2021-05-10,15737
Australia,2021-05-11,29946
Canada,2021-05-11,1308223
China,2021-05-11,102660
Denmark,2021-05-11,700
France,2021-05-11,111319
Netherlands,2021-05-11,26882
New Zealand,2021-05-11,0
United Kingdom,2021-05-11,15753
Australia,2021-05-12,29955
Canada,2021-05-12,1314837
China,2021-05-12,102671
Denmark,2021-05-12,700
France,2021-05-12,112787
Netherlands,2021-05-12,26905
New Zealand,2021-05-12,0
United Kingdom,2021-05-12,15766
Australia,2021-05-13,29957
Canada,2021-05-13,1321189
China,2021-05-13,102681
Denmark,2021-05-13,700
France,2021-05-13,112787
Netherlands,2021-05-13,26932
New Zealand,2021-05-13,0
United Kingdom,2021-05-13,15773
Australia,2021-05-14,29964
Canada,2021-05-14,1327201
China,2021-05-14,102696
Denmark,2021-05-14,700
France,2021-05-14,113361
Netherlands,2021-05-14,26952
New Zealand,2021-05-14,0
United Kingdom,2021-05-14,15778
Australia,2021-05-15,29975
Canada,2021-05-15,1331994
China,2021-05-15,102717
Denmark,2021-05-15,701
France,2021-05-15,113393
Netherlands,2021-05-15,26974
New Zealand,2021-05-15,0
United Kingdom,2021-05-15,15811
Australia,2021-05-16,29978
Canada,2021-05-16,1336263
China,2021-05-16,102746
Denmark,2021-05-16,701
France,2021-05-16,113471
Netherlands,2021-05-16,26987
New Zealand,2021-05-16,0
United Kingdom,2021-05-16,15812
Australia,2021-05-17,29983
Canada,2021-05-17,1341255
China,2021-05-17,102769
Denmark,2021-05-17,701
France,2021-05-17,113472
Netherlands,2021-05-17,27004
New Zealand,2021-05-17,0
United Kingdom,2021-05-17,15824
Australia,2021-05-18,29992
Canada,2021-05-18,1345636
China,2021-05-18,102782
Denmark,2021-05-18,701
France,2021-05-18,114694
Netherlands,2021-05-18,27037
New Zealand,2021-05-18,0
United Kingdom,2021-05-18,15826
Australia,2021-05-19,29995
Canada,2021-05-19,1350626
China,2021-05-19,102797
Denmark,2021-05-19,704
France,2021-05-19,115623
Netherlands,2021-05-19,27072
New Zealand,2021-05-19,0
United Kingdom,2021-05-19,15837
Australia,2021-05-20,29999
Canada,2021-05-20,1355104
China,2021-05-20,102822
Denmark,2021-05-20,704
France,2021-05-20,115899
Netherlands,2021-05-20,27110
New Zealand,2021-05-20,0
United Kingdom,2021-05-20,15842
Australia,2021-05-21,30003
Canada,2021-05-21,1359575
China,2021-05-21,102833
Denmark,2021-05-21,705
France,2021-05-21,116169
Netherlands,2021-05-21,27133
New Zealand,2021-05-21,1
United Kingdom,2021-05-21,15849
Australia,2021-05-22,30007
Canada,2021-05-22,1363007
China,2021-05-22,102853
Denmark,2021-05-22,707
France,2021-05-22,116397
Netherlands,2021-05-22,27150
New Zealand,2021-05-22,1
United Kingdom,2021-05-22,15850
Australia,2021-05-23,30019
Canada,2021-05-23,1365838
China,2021-05-23,102873
Denmark,2021-05-23,710
France,2021-05-23,117187
Netherlands,2021-05-23,27163
New Zealand,2021-05-23,1
United Kingdom,2021-05-23,15853
Australia,2021-05-24,30029
Canada,2021-05-24,1368211
China,2021-05-24,102890
Denmark,2021-05-24,726
France,2021-05-24,117188
Netherlands,2021-05-24,27168
New Zealand,2021-05-24,1
United Kingdom,2021-05-24,15857
Australia,2021-05-25,30046
Canada,2021-05-25,1371708
China,2021-05-25,102905
Denmark,2021-05-25,728
France,2021-05-25,117509
Netherlands,2021-05-25,27203
New Zealand,2021-05-25,1
United Kingdom,2021-05-25,15865
Australia,2021-05-26,30063
Canada,2021-05-26,1374559
China,2021-05-26,102925
Denmark,2021-05-26,731
France,2021-05-26,118926
Netherlands,2021-05-26,27226
New Zealand,2021-05-26,1
United Kingdom,2021-05-26,15869
Australia,2021-05-27,30074
Canada,2021-05-27,1377585
China,2021-05-27,102932
Denmark,2021-05-27,737
France,2021-05-27,118926
Netherlands,2021-05-27,27242
New Zealand,2021-05-27,1
United Kingdom,2021-05-27,15873
Australia,2021-05-28,30083
Canada,2021-05-28,1380529
China,2021-05-28,102948
Denmark,2021-05-28,743
France,2021-05-28,119369
Netherlands,2021-05-28,27263
New Zealand,2021-05-28,1
United Kingdom,2021-05-28,15875
Australia,2021-05-29,30096
Canada,2021-05-29,1382877
China,2021-05-29,102960
Denmark,2021-05-29,749
France,2021-05-29,119524
Netherlands,2021-05-29,27268
New Zealand,2021-05-29,1
United Kingdom,2021-05-29,15876
Australia,2021-05-30,30105
Canada,2021-05-30,1384729
China,2021-05-30,102987
Denmark,2021-05-30,758
France,2021-05-30,120192
Netherlands,2021-05-30,27276
New Zealand,2021-05-30,1
United Kingdom,2021-05-30,15879
Australia,2021-05-31,30118
Canada,2021-05-31,1387078
China,2021-05-31,103014
Denmark,2021-05-31,758
France,2021-05-31,119351
Netherlands,2021-05-31,27284
New Zealand,2021-05-31,1
United Kingdom,2021-05-31,15890
Australia,2021-06-01,30124
Canada,2021-06-01,1388908
China,2021-06-01,103045
Denmark,2021-06-01,761
France,2021-06-01,119629
Netherlands,2021-06-01,27313
New Zealand,2021-06-01,1
United Kingdom,2021-06-01,15893
Australia,2021-06-02,30137
Canada,2021-06-02,1391104
China,2021-06-02,103069
Denmark,2021-06-02,763
France,2021-06-02,120983
Netherlands,2021-06-02,27327
New Zealand,2021-06-02,1
United Kingdom,2021-06-02,15896
Australia,2021-06-03,30141
Canada,2021-06-03,1393259
China,2021-06-03,103094
Denmark,2021-06-03,771
France,2021-06-03,121149
Netherlands,2021-06-03,27357
New Zealand,2021-06-03,1
United Kingdom,2021-06-03,15898
Australia,2021-06-04,30157
Canada,2021-06-04,1395072
China,2021-06-04,103119
Denmark,2021-06-04,779
France,2021-06-04,121337
Netherlands,2021-06-04,27379
New Zealand,2021-06-04,1
United Kingdom,2021-06-04,15902
Australia,2021-06-05,30173
Canada,2021-06-05,1396573
China,2021-06-05,103150
Denmark,2021-06-05,784
France,2021-06-05,121337
Netherlands,2021-06-05,27405
New Zealand,2021-06-05,1
United Kingdom,2021-06-05,15906
Australia,2021-06-06,30191
Canada,2021-06-06,1397761
China,2021-06-06,103176
Denmark,2021-06-06,786
France,2021-06-06,121762
Netherlands,2021-06-06,27431
New Zealand,2021-06-06,1
United Kingdom,2021-06-06,15909
Australia,2021-06-07,30205
Canada,2021-06-07,1399224
China,2021-06-07,103216
Denmark,2021-06-07,787
France,2021-06-07,121963
Netherlands,2021-06-07,27439
New Zealand,2021-06-07,1
United Kingdom,2021-06-07,15915
Australia,2021-06-08,30210
Canada,2021-06-08,1400598
China,2021-06-08,103235
Denmark,2021-06-08,790
France,2021-06-08,122184
Netherlands,2021-06-08,27456
New Zealand,2021-06-08,1
United Kingdom,2021-06-08,15928
Australia,2021-06-09,30225
Canada,2021-06-09,1402171
China,2021-06-09,103261
Denmark,2021-06-09,795
France,2021-06-09,123514
Netherlands,2021-06-09,27474
New Zealand,2021-06-09,1
United Kingdom,2021-06-09,15935
Australia,2021-06-10,30228
Canada,2021-06-10,1403609
China,2021-06-10,103285
Denmark,2021-06-10,797
France,2021-06-10,123721
Netherlands,2021-06-10,27488
New Zealand,2021-06-10,1
United Kingdom,2021-06-10,15941
Australia,2021-06-11,30234
Canada,2021-06-11,1404958
China,2021-06-11,103320
Denmark,2021-06-11,797
France,2021-06-11,123729
Netherlands,2021-06-11,27501
New Zealand,2021-06-11,1
United Kingdom,2021-06-11,15951
Australia,2021-06-12,30248
Canada,2021-06-12,1406120
China,2021-06-12,103357
Denmark,2021-06-12,799
France,2021-06-12,123961
Netherlands,2021-06-12,27510
New Zealand,2021-06-12,1
United Kingdom,2021-06-12,15959
Australia,2021-06-13,30262
Canada,2021-06-13,1407042
China,2021-06-13,103380
Denmark,2021-06-13,800
France,2021-06-13,124329
Netherlands,2021-06-13,27516
New Zealand,2021-06-13,1
United Kingdom,2021-06-13,15965
Australia,2021-06-14,30273
Canada,2021-06-14,1408094
China,2021-06-14,103401
Denmark,2021-06-14,801
France,2021-06-14,124343
Netherlands,2021-06-14,27528
New Zealand,2021-06-14,1
United Kingdom,2021-06-14,15978
Australia,2021-06-15,30286
Canada,2021-06-15,1409064
China,2021-06-15,103424
Denmark,2021-06-15,806
France,2021-06-15,124633
Netherlands,2021-06-15,27546
New Zealand,2021-06-15,1
United Kingdom,2021-06-15,15986
Australia,2021-06-16,30301
Canada,2021-06-16,1410082
China,2021-06-16,103444
Denmark,2021-06-16,806
France,2021-06-16,126007
Netherlands,2021-06-16,27574
New Zealand,2021-06-16,1
United Kingdom,2021-06-16,15997
Australia,2021-06-17,30309
Canada,2021-06-17,1411180
China,2021-06-17,103467
Denmark,2021-06-17,807
France,2021-06-17,126205
Netherlands,2021-06-17,27597
New Zealand,2021-06-17,1
United Kingdom,2021-06-17,16000
Australia,2021-06-18,30322
Canada,2021-06-18,1412169
China,2021-06-18,103501
Denmark,2021-06-18,809
France,2021-06-18,126222
Netherlands,2021-06-18,27610
New Zealand,2021-06-18,1
United Kingdom,2021-06-18,16019
Australia,2021-06-19,30331
Canada,2021-06-19,1412912
China,2021-06-19,103525
Denmark,2021-06-19,810
France,2021-06-19,126222
Netherlands,2021-06-19,27623
New Zealand,2021-06-19,1
United Kingdom,2021-06-19,16022
Australia,2021-06-20,30355
Canada,2021-06-20,1413531
China,2021-06-20,103543
Denmark,2021-06-20,815
France,2021-06-20,126317
Netherlands,2021-06-20,27628
New Zealand,2021-06-20,1
United Kingdom,2021-06-20,16027
Australia,2021-06-21,30366
Canada,2021-06-21,1414215
China,2021-06-21,103571
Denmark,2021-06-21,817
France,2021-06-21,126841
Netherlands,2021-06-21,27639
New Zealand,2021-06-21,1
United Kingdom,2021-06-21,16035
Australia,2021-06-22,30380
Canada,2021-06-22,1414867
China,2021-06-22,103602
Denmark,2021-06-22,819
France,2021-06-22,127047
Netherlands,2021-06-22,27653
New Zealand,2021-06-22,1
United Kingdom,2021-06-22,16042
Australia,2021-06-23,30404
Canada,2021-06-23,1415576
China,2021-06-23,103620
Denmark,2021-06-23,820
France,2021-06-23,128283
Netherlands,2021-06-23,27659
New Zealand,2021-06-23,1
United Kingdom,2021-06-23,16114
Australia,2021-06-24,30424
Canada,2021-06-24,1416284
China,2021-06-24,103651
Denmark,2021-06-24,820
France,2021-06-24,128284
Netherlands,2021-06-24,27681
New Zealand,2021-06-24,1
United Kingdom,2021-06-24,16136
Australia,2021-06-25,30457
Canada,2021-06-25,1416922
China,2021-06-25,103680
Denmark,2021-06-25,820
France,2021-06-25,128530
Netherlands,2021-06-25,27690
New Zealand,2021-06-25,1
United Kingdom,2021-06-25,16171
Australia,2021-06-26,30499
Canada,2021-06-26,1417442
China,2021-06-26,103696
Denmark,2021-06-26,821
France,2021-06-26,128530
Netherlands,2021-06-26,27701
New Zealand,2021-06-26,1
United Kingdom,2021-06-26,16204
Australia,2021-06-27,30528
Canada,2021-06-27,1417845
China,2021-06-27,103724
Denmark,2021-06-27,822
France,2021-06-27,128586
Netherlands,2021-06-27,27702
New Zealand,2021-06-27,1
United Kingdom,2021-06-27,16239
Australia,2021-06-28,30560
Canada,2021-06-28,1418557
China,2021-06-28,103745
Denmark,2021-06-28,822
France,2021-06-28,128848
Netherlands,2021-06-28,27717
New Zealand,2021-06-28,1
United Kingdom,2021-06-28,16269
Australia,2021-06-29,30602
Canada,2021-06-29,1419185
China,2021-06-29,103755
Denmark,2021-06-29,825
France,2021-06-29,130160
Netherlands,2021-06-29,27734
New Zealand,2021-06-29,1
United Kingdom,2021-06-29,16296
Australia,2021-06-30,30643
Canada,2021-06-30,1419735
China,2021-06-30,103769
Denmark,2021-06-30,826
France,2021-06-30,130261
Netherlands,2021-06-30,27747
New Zealand,2021-06-30,1
United Kingdom,2021-06-30,16338
Australia,2021-07-01,30684
Canada,2021-07-01,1420011
China,2021-07-01,103791
Denmark,2021-07-01,828
France,2021-07-01,130261
Netherlands,2021-07-01,27751
New Zealand,2021-07-01,1
United Kingdom,2021-07-01,16416
Australia,2021-07-02,30734
Canada,2021-07-02,1420667
China,2021-07-02,103825
Denmark,2021-07-02,828
France,2021-07-02,130478
Netherlands,2021-07-02,27758
New Zealand,2021-07-02,1
United Kingdom,2021-07-02,16576
Australia,2021-07-03,30753
Canada,2021-07-03,1421052
China,2021-07-03,103841
Denmark,2021-07-03,831
France,2021-07-03,130478
Netherlands,2021-07-03,27764
New Zealand,2021-07-03,1
United Kingdom,2021-07-03,16663
Australia,2021-07-04,30804
Canada,2021-07-04,1421345
China,2021-07-04,103866
Denmark,2021-07-04,831
France,2021-07-04,130534
Netherlands,2021-07-04,27764
New Zealand,2021-07-04,1
United Kingdom,2021-07-04,16818
Australia,2021-07-05,30831
Canada,2021-07-05,1421918
China,2021-07-05,103890
Denmark,2021-07-05,835
France,2021-07-05,130897
Netherlands,2021-07-05,27772
New Zealand,2021-07-05,1
United Kingdom,2021-07-05,16870
Australia,2021-07-06,30861
Canada,2021-07-06,1422323
China,2021-07-06,103948
Denmark,2021-07-06,844
France,2021-07-06,132162
Netherlands,2021-07-06,27776
New Zealand,2021-07-06,1
United Kingdom,2021-07-06,16975
Australia,2021-07-07,30903
Canada,2021-07-07,1422883
China,2021-07-07,103966
Denmark,2021-07-07,854
France,2021-07-07,132443
Netherlands,2021-07-07,27782
New Zealand,2021-07-07,1
United Kingdom,2021-07-07,17063
Australia,2021-07-08,30951
Canada,2021-07-08,1423406
China,2021-07-08,103992
Denmark,2021-07-08,868
France,2021-07-08,132447
Netherlands,2021-07-08,27795
New Zealand,2021-07-08,1
United Kingdom,2021-07-08,17189
Australia,2021-07-09,31015
Canada,2021-07-09,1423940
China,2021-07-09,104019
Denmark,2021-07-09,876
France,2021-07-09,132650
Netherlands,2021-07-09,27829
New Zealand,2021-07-09,1
United Kingdom,2021-07-09,17712
Australia,2021-07-10,31100
Canada,2021-07-10,1424287
China,2021-07-10,104020
Denmark,2021-07-10,897
France,2021-07-10,132650
Netherlands,2021-07-10,27845
New Zealand,2021-07-10,1
United Kingdom,2021-07-10,17920
Australia,2021-07-11,31221
Canada,2021-07-11,1424556
China,2021-07-11,104072
Denmark,2021-07-11,923
France,2021-07-11,132708
Netherlands,2021-07-11,27855
New Zealand,2021-07-11,1
United Kingdom,2021-07-11,18110
Australia,2021-07-12,31323
Canada,2021-07-12,1425010
China,2021-07-12,104101
Denmark,2021-07-12,935
France,2021-07-12,133359
Netherlands,2021-07-12,27865
New Zealand,2021-07-12,1
United Kingdom,2021-07-12,18602
Australia,2021-07-13,31429
Canada,2021-07-13,1425375
China,2021-07-13,104126
Denmark,2021-07-13,955
France,2021-07-13,133507
Netherlands,2021-07-13,27909
New Zealand,2021-07-13,1
United Kingdom,2021-07-13,18786
Australia,2021-07-14,31513
Canada,2021-07-14,1425699
China,2021-07-14,104157
Denmark,2021-07-14,963
France,2021-07-14,134957
Netherlands,2021-07-14,27956
New Zealand,2021-07-14,1
United Kingdom,2021-07-14,19241
Australia,2021-07-15,31626
Canada,2021-07-15,1426146
China,2021-07-15,104193
Denmark,2021-07-15,970
France,2021-07-15,135234
Netherlands,2021-07-15,28056
New Zealand,2021-07-15,1
United Kingdom,2021-07-15,19915
