Country/Region,Date,Deaths
Netherlands,2021-02-01,110
New Zealand,2021-02-01,0
United Kingdom,2021-02-01,210
Australia,2021-02-02,909
Canada,2021-02-02,20214
China,2021-02-02,4819
Denmark,2021-02-02,1
France,2021-02-02,530
Netherlands,2021-02-02,110
New Zealand,2021-02-02,0
United Kingdom,2021-02-02,211
Australia,2021-02-03,909
Canada,2021-02-03,20356
China,2021-02-03,4821
Denmark,2021-02-03,1
France,2021-02-03,531
Netherlands,2021-02-03,112
New Zealand,2021-02-03,0
United Kingdom,2021-02-03,211
Australia,2021-02-04,909
Canada,2021-02-04,20514
China,2021-02-04,4822
Denmark,2021-02-04,1
France,2021-02-04,535
Netherlands,2021-02-04,112
New Zealand,2021-02-04,0
United Kingdom,2021-02-04,212
Australia,2021-02-05,909
Canada,2021-02-05,20610
China,2021-02-05,4822
Denmark,2021-02-05,1
France,2021-02-05,537
Netherlands,2021-02-05,113
New Zealand,2021-02-05,0
United Kingdom,2021-02-05,213
Australia,2021-02-06,909
Canada,2021-02-06,20703
China,2021-02-06,4822
Denmark,2021-02-06,1
France,2021-02-06,538
Netherlands,2021-02-06,113
New Zealand,2021-02-06,0
United Kingdom,2021-02-06,213
Australia,2021-02-07,909
Canada,2021-02-07,20768
China,2021-02-07,4822
Denmark,2021-02-07,1
France,2021-02-07,538
Netherlands,2021-02-07,113
New Zealand,2021-02-07,0
United Kingdom,2021-02-07,216
Australia,2021-02-08,909
Canada,2021-02-08,20836
China,2021-02-08,4822
Denmark,2021-02-08,1
France,2021-02-08,540
Netherlands,2021-02-08,115
New Zealand,2021-02-08,0
United Kingdom,2021-02-08,216
Australia,2021-02-09,909
Canada,2021-02-09,20910
China,2021-02-09,4823
Denmark,2021-02-09,1
France,2021-02-09,542
Netherlands,2021-02-09,118
New Zealand,2021-02-09,0
United Kingdom,2021-02-09,216
Australia,2021-02-10,909
Canada,2021-02-10,21005
China,2021-02-10,4824
Denmark,2021-02-10,1
France,2021-02-10,545
Netherlands,2021-02-10,120
New Zealand,2021-02-10,0
United Kingdom,2021-02-10,217
Australia,2021-02-11,909
Canada,2021-02-11,21089
China,2021-02-11,4827
Denmark,2021-02-11,1
France,2021-02-11,546
Netherlands,2021-02-11,120
New Zealand,2021-02-11,0
United Kingdom,2021-02-11,219
Australia,2021-02-12,909
Canada,2021-02-12,21163
China,2021-02-12,4828
Denmark,2021-02-12,1
France,2021-02-12,549
Netherlands,2021-02-12,120
New Zealand,2021-02-12,0
United Kingdom,2021-02-12,220
Australia,2021-02-13,909
Canada,2021-02-13,21229
China,2021-02-13,4829
Denmark,2021-02-13,1
France,2021-02-13,550
Netherlands,2021-02-13,120
New Zealand,2021-02-13,0
United Kingdom,2021-02-13,220
Australia,2021-02-14,909
Canada,2021-02-14,21294
China,2021-02-14,4829
Denmark,2021-02-14,1
France,2021-02-14,556
Netherlands,2021-02-14,120
New Zealand,2021-02-14,0
United Kingdom,2021-02-14,222
Australia,2021-02-15,909
Canada,2021-02-15,21325
China,2021-02-15,4829
Denmark,2021-02-15,1
France,2021-02-15,556
Netherlands,2021-02-15,120
New Zealand,2021-02-15,0
United Kingdom,2021-02-15,225
Australia,2021-02-16,909
Canada,2021-02-16,21398
China,2021-02-16,4830
Denmark,2021-02-16,1
France,2021-02-16,561
Netherlands,2021-02-16,121
New Zealand,2021-02-16,0
United Kingdom,2021-02-16,225
Australia,2021-02-17,909
Canada,2021-02-17,21436
China,2021-02-17,4831
Denmark,2021-02-17,1
France,2021-02-17,565
Netherlands,2021-02-17,121
New Zealand,2021-02-17,0
United Kingdom,2021-02-17,226
Australia,2021-02-18,909
Canada,2021-02-18,21499
China,2021-02-18,4833
Denmark,2021-02-18,1
France,2021-02-18,566
Netherlands,2021-02-18,122
New Zealand,2021-02-18,0
United Kingdom,2021-02-18,227
Australia,2021-02-19,909
Canada,2021-02-19,21577
China,2021-02-19,4833
Denmark,2021-02-19,1
France,2021-02-19,571
Netherlands,2021-02-19,123
New Zealand,2021-02-19,0
United Kingdom,2021-02-19,227
Australia,2021-02-20,909
Canada,2021-02-20,21631
China,2021-02-20,4833
Denmark,2021-02-20,1
France,2021-02-20,577
Netherlands,2021-02-20,123
New Zealand,2021-02-20,0
United Kingdom,2021-02-20,228
Australia,2021-02-21,909
Canada,2021-02-21,21675
China,2021-02-21,4833
Denmark,2021-02-21,1
France,2021-02-21,577
Netherlands,2021-02-21,123
New Zealand,2021-02-21,0
United Kingdom,2021-02-21,230
Australia,2021-02-22,909
Canada,2021-02-22,21724
China,2021-02-22,4833
Denmark,2021-02-22,1
France,2021-02-22,578
Netherlands,2021-02-22,123
New Zealand,2021-02-22,0
United Kingdom,2021-02-22,231
Australia,2021-02-23,909
Canada,2021-02-23,21763
China,2021-02-23,4833
Denmark,2021-02-23,1
France,2021-02-23,584
Netherlands,2021-02-23,123
New Zealand,2021-02-23,0
United Kingdom,2021-02-23,231
Australia,2021-02-24,909
Canada,2021-02-24,21808
China,2021-02-24,4833
Denmark,2021-02-24,1
France,2021-02-24,588
Netherlands,2021-02-24,123
New Zealand,2021-02-24,0
United Kingdom,2021-02-24,231
Australia,2021-02-25,909
Canada,2021-02-25,21866
China,2021-02-25,4834
Denmark,2021-02-25,1
France,2021-02-25,592
Netherlands,2021-02-25,123
New Zealand,2021-02-25,0
United Kingdom,2021-02-25,232
Australia,2021-02-26,909
Canada,2021-02-26,21916
China,2021-02-26,4834
Denmark,2021-02-26,1
France,2021-02-26,596
Netherlands,2021-02-26,123
New Zealand,2021-02-26,0
United Kingdom,2021-02-26,233
Australia,2021-02-27,909
Canada,2021-02-27,21961
China,2021-02-27,4834
Denmark,2021-02-27,1
France,2021-02-27,599
Netherlands,2021-02-27,125
New Zealand,2021-02-27,0
United Kingdom,2021-02-27,234
Australia,2021-02-28,909
Canada,2021-02-28,21995
China,2021-02-28,4835
Denmark,2021-02-28,1
France,2021-02-28,599
Netherlands,2021-02-28,125
New Zealand,2021-02-28,0
United Kingdom,2021-02-28,234
Australia,2021-03-01,909
Canada,2021-03-01,22018
China,2021-03-01,4836
Denmark,2021-03-01,1
France,2021-03-01,607
Netherlands,2021-03-01,126
New Zealand,2021-03-01,0
United Kingdom,2021-03-01,234
Australia,2021-03-02,909
Canada,2021-03-02,22046
China,2021-03-02,4836
Denmark,2021-03-02,1
France,2021-03-02,608
Netherlands,2021-03-02,126
New Zealand,2021-03-02,0
United Kingdom,2021-03-02,234
Australia,2021-03-03,909
Canada,2021-03-03,22106
China,2021-03-03,4836
Denmark,2021-03-03,1
France,2021-03-03,615
Netherlands,2021-03-03,127
New Zealand,2021-03-03,0
United Kingdom,2021-03-03,234
Australia,2021-03-04,909
Canada,2021-03-04,22152
China,2021-03-04,4837
Denmark,2021-03-04,1
France,2021-03-04,615
Netherlands,2021-03-04,127
New Zealand,2021-03-04,0
United Kingdom,2021-03-04,234
Australia,2021-03-05,909
Canada,2021-03-05,22193
China,2021-03-05,4837
Denmark,2021-03-05,1
France,2021-03-05,630
Netherlands,2021-03-05,128
New Zealand,2021-03-05,0
United Kingdom,2021-03-05,234
Australia,2021-03-06,909
Canada,2021-03-06,22214
China,2021-03-06,4838
Denmark,2021-03-06,1
France,2021-03-06,638
Netherlands,2021-03-06,128
New Zealand,2021-03-06,0
United Kingdom,2021-03-06,235
Australia,2021-03-07,909
Canada,2021-03-07,22240
China,2021-03-07,4838
Denmark,2021-03-07,1
France,2021-03-07,638
Netherlands,2021-03-07,129
New Zealand,2021-03-07,0
United Kingdom,2021-03-07,235
Australia,2021-03-08,909
Canada,2021-03-08,22277
China,2021-03-08,4838
Denmark,2021-03-08,1
France,2021-03-08,642
Netherlands,2021-03-08,129
New Zealand,2021-03-08,0
United Kingdom,2021-03-08,235
Australia,2021-03-09,909
Canada,2021-03-09,22305
China,2021-03-09,4838
Denmark,2021-03-09,1
France,2021-03-09,643
Netherlands,2021-03-09,129
New Zealand,2021-03-09,0
United Kingdom,2021-03-09,235
Australia,2021-03-10,909
Canada,2021-03-10,22336
China,2021-03-10,4838
Denmark,2021-03-10,1
France,2021-03-10,643
Netherlands,2021-03-10,129
New Zealand,2021-03-10,0
United Kingdom,2021-03-10,235
Australia,2021-03-11,909
Canada,2021-03-11,22372
China,2021-03-11,4839
Denmark,2021-03-11,1
France,2021-03-11,655
Netherlands,2021-03-11,129
New Zealand,2021-03-11,0
United Kingdom,2021-03-11,235
Australia,2021-03-12,909
Canada,2021-03-12,22405
China,2021-03-12,4839
Denmark,2021-03-12,1
France,2021-03-12,655
Netherlands,2021-03-12,129
New Zealand,2021-03-12,0
United Kingdom,2021-03-12,236
Australia,2021-03-13,909
Canada,2021-03-13,22435
China,2021-03-13,4839
Denmark,2021-03-13,1
France,2021-03-13,655
Netherlands,2021-03-13,130
New Zealand,2021-03-13,0
United Kingdom,2021-03-13,237
Australia,2021-03-14,909
Canada,2021-03-14,22464
China,2021-03-14,4839
Denmark,2021-03-14,1
France,2021-03-14,656
Netherlands,2021-03-14,131
New Zealand,2021-03-14,0
United Kingdom,2021-03-14,237
Australia,2021-03-15,909
Canada,2021-03-15,22496
China,2021-03-15,4839
Denmark,2021-03-15,1
France,2021-03-15,664
Netherlands,2021-03-15,131
New Zealand,2021-03-15,0
United Kingdom,2021-03-15,237
Australia,2021-03-16,909
Canada,2021-03-16,22520
China,2021-03-16,4839
Denmark,2021-03-16,1
France,2021-03-16,664
Netherlands,2021-03-16,132
New Zealand,2021-03-16,0
United Kingdom,2021-03-16,237
Australia,2021-03-17,909
Canada,2021-03-17,22555
China,2021-03-17,4839
Denmark,2021-03-17,1
France,2021-03-17,680
Netherlands,2021-03-17,133
New Zealand,2021-03-17,0
United Kingdom,2021-03-17,237
Australia,2021-03-18,909
Canada,2021-03-18,22591
China,2021-03-18,4839
Denmark,2021-03-18,1
France,2021-03-18,685
Netherlands,2021-03-18,134
New Zealand,2021-03-18,0
United Kingdom,2021-03-18,237
Australia,2021-03-19,909
Canada,2021-03-19,22618
China,2021-03-19,4839
Denmark,2021-03-19,1
France,2021-03-19,685
Netherlands,2021-03-19,135
New Zealand,2021-03-19,0
United Kingdom,2021-03-19,237
Australia,2021-03-20,909
Canada,2021-03-20,22644
China,2021-03-20,4839
Denmark,2021-03-20,1
France,2021-03-20,694
Netherlands,2021-03-20,135
New Zealand,2021-03-20,0
United Kingdom,2021-03-20,237
Australia,2021-03-21,909
Canada,2021-03-21,22677
China,2021-03-21,4839
Denmark,2021-03-21,1
France,2021-03-21,696
Netherlands,2021-03-21,136
New Zealand,2021-03-21,0
United Kingdom,2021-03-21,238
Australia,2021-03-22,909
Canada,2021-03-22,22717
China,2021-03-22,4839
Denmark,2021-03-22,1
France,2021-03-22,696
Netherlands,2021-03-22,136
New Zealand,2021-03-22,0
United Kingdom,2021-03-22,239
Australia,2021-03-23,909
Canada,2021-03-23,22736
China,2021-03-23,4839
Denmark,2021-03-23,1
France,2021-03-23,696
Netherlands,2021-03-23,136
New Zealand,2021-03-23,0
United Kingdom,2021-03-23,239
Australia,2021-03-24,909
Canada,2021-03-24,22760
China,2021-03-24,4840
Denmark,2021-03-24,1
France,2021-03-24,715
Netherlands,2021-03-24,139
New Zealand,2021-03-24,0
United Kingdom,2021-03-24,239
Australia,2021-03-25,909
Canada,2021-03-25,22791
China,2021-03-25,4840
Denmark,2021-03-25,1
France,2021-03-25,716
Netherlands,2021-03-25,139
New Zealand,2021-03-25,0
United Kingdom,2021-03-25,239
Australia,2021-03-26,909
Canada,2021-03-26,22827
China,2021-03-26,4841
Denmark,2021-03-26,1
France,2021-03-26,718
Netherlands,2021-03-26,140
New Zealand,2021-03-26,0
United Kingdom,2021-03-26,240
Australia,2021-03-27,909
Canada,2021-03-27,22853
China,2021-03-27,4841
Denmark,2021-03-27,1
France,2021-03-27,719
Netherlands,2021-03-27,142
New Zealand,2021-03-27,0
United Kingdom,2021-03-27,240
Australia,2021-03-28,909
Canada,2021-03-28,22881
China,2021-03-28,4841
Denmark,2021-03-28,1
France,2021-03-28,726
Netherlands,2021-03-28,142
New Zealand,2021-03-28,0
United Kingdom,2021-03-28,242
Australia,2021-03-29,909
Canada,2021-03-29,22901
China,2021-03-29,4841
Denmark,2021-03-29,1
France,2021-03-29,726
Netherlands,2021-03-29,145
New Zealand,2021-03-29,0
United Kingdom,2021-03-29,242
Australia,2021-03-30,909
Canada,2021-03-30,22927
China,2021-03-30,4841
Denmark,2021-03-30,1
France,2021-03-30,726
Netherlands,2021-03-30,148
New Zealand,2021-03-30,0
United Kingdom,2021-03-30,242
Australia,2021-03-31,909
Canada,2021-03-31,22960
China,2021-03-31,4841
Denmark,2021-03-31,1
France,2021-03-31,746
Netherlands,2021-03-31,151
New Zealand,2021-03-31,0
United Kingdom,2021-03-31,242
Australia,2021-04-01,909
Canada,2021-04-01,23003
China,2021-04-01,4841
Denmark,2021-04-01,1
France,2021-04-01,750
Netherlands,2021-04-01,154
New Zealand,2021-04-01,0
United Kingdom,2021-04-01,242
Australia,2021-04-02,909
Canada,2021-04-02,23031
China,2021-04-02,4841
Denmark,2021-04-02,1
France,2021-04-02,755
Netherlands,2021-04-02,158
New Zealand,2021-04-02,0
United Kingdom,2021-04-02,242
Australia,2021-04-03,909
Canada,2021-04-03,23051
China,2021-04-03,4841
Denmark,2021-04-03,1
France,2021-04-03,763
Netherlands,2021-04-03,160
New Zealand,2021-04-03,0
United Kingdom,2021-04-03,242
Australia,2021-04-04,909
Canada,2021-04-04,23075
China,2021-04-04,4841
Denmark,2021-04-04,1
France,2021-04-04,763
Netherlands,2021-04-04,168
New Zealand,2021-04-04,0
United Kingdom,2021-04-04,242
Australia,2021-04-05,909
Canada,2021-04-05,23096
China,2021-04-05,4841
Denmark,2021-04-05,1
France,2021-04-05,763
Netherlands,2021-04-05,172
New Zealand,2021-04-05,0
United Kingdom,2021-04-05,244
Australia,2021-04-06,909
Canada,2021-04-06,23142
China,2021-04-06,4841
Denmark,2021-04-06,1
France,2021-04-06,760
Netherlands,2021-04-06,177
New Zealand,2021-04-06,0
United Kingdom,2021-04-06,244
Australia,2021-04-07,909
Canada,2021-04-07,23174
China,2021-04-07,4841
Denmark,2021-04-07,1
France,2021-04-07,773
Netherlands,2021-04-07,178
New Zealand,2021-04-07,0
United Kingdom,2021-04-07,244
Australia,2021-04-08,909
Canada,2021-04-08,23212
China,2021-04-08,4841
Denmark,2021-04-08,1
France,2021-04-08,774
Netherlands,2021-04-08,182
New Zealand,2021-04-08,0
United Kingdom,2021-04-08,244
Australia,2021-04-09,909
Canada,2021-04-09,23252
China,2021-04-09,4842
Denmark,2021-04-09,1
France,2021-04-09,781
Netherlands,2021-04-09,184
New Zealand,2021-04-09,0
United Kingdom,2021-04-09,244
Australia,2021-04-10,909
Canada,2021-04-10,23288
China,2021-04-10,4843
Denmark,2021-04-10,1
France,2021-04-10,792
Netherlands,2021-04-10,185
New Zealand,2021-04-10,0
United Kingdom,2021-04-10,244
Australia,2021-04-11,909
Canada,2021-04-11,23316
China,2021-04-11,4843
Denmark,2021-04-11,1
France,2021-04-11,792
Netherlands,2021-04-11,188
New Zealand,2021-04-11,0
United Kingdom,2021-04-11,244
Australia,2021-04-12,910
Canada,2021-04-12,23357
China,2021-04-12,4843
Denmark,2021-04-12,1
France,2021-04-12,792
Netherlands,2021-04-12,190
New Zealand,2021-04-12,0
United Kingdom,2021-04-12,246
Australia,2021-04-13,910
Canada,2021-04-13,23393
China,2021-04-13,4843
Denmark,2021-04-13,1
France,2021-04-13,804
Netherlands,2021-04-13,196
New Zealand,2021-04-13,0
United Kingdom,2021-04-13,246
Australia,2021-04-14,910
Canada,2021-04-14,23446
China,2021-04-14,4845
Denmark,2021-04-14,1
France,2021-04-14,804
Netherlands,2021-04-14,200
New Zealand,2021-04-14,0
United Kingdom,2021-04-14,246
Australia,2021-04-15,910
Canada,2021-04-15,23501
China,2021-04-15,4845
Denmark,2021-04-15,1
France,2021-04-15,806
Netherlands,2021-04-15,202
New Zealand,2021-04-15,0
United Kingdom,2021-04-15,247
Australia,2021-04-16,910
Canada,2021-04-16,23542
China,2021-04-16,4845
Denmark,2021-04-16,1
France,2021-04-16,806
Netherlands,2021-04-16,207
New Zealand,2021-04-16,0
United Kingdom,2021-04-16,247
Australia,2021-04-17,910
Canada,2021-04-17,23592
China,2021-04-17,4845
Denmark,2021-04-17,1
France,2021-04-17,806
Netherlands,2021-04-17,210
New Zealand,2021-04-17,0
United Kingdom,2021-04-17,248
Australia,2021-04-18,910
Canada,2021-04-18,23624
China,2021-04-18,4845
Denmark,2021-04-18,1
France,2021-04-18,818
Netherlands,2021-04-18,211
New Zealand,2021-04-18,0
United Kingdom,2021-04-18,248
Australia,2021-04-19,910
Canada,2021-04-19,23668
China,2021-04-19,4845
Denmark,2021-04-19,1
France,2021-04-19,818
Netherlands,2021-04-19,212
New Zealand,2021-04-19,0
United Kingdom,2021-04-19,250
Australia,2021-04-20,910
Canada,2021-04-20,23714
China,2021-04-20,4845
Denmark,2021-04-20,1
France,2021-04-20,819
Netherlands,2021-04-20,214
New Zealand,2021-04-20,0
United Kingdom,2021-04-20,250
Australia,2021-04-21,910
Canada,2021-04-21,23764
China,2021-04-21,4845
Denmark,2021-04-21,1
France,2021-04-21,826
Netherlands,2021-04-21,219
New Zealand,2021-04-21,0
United Kingdom,2021-04-21,250
Australia,2021-04-22,910
Canada,2021-04-22,23823
China,2021-04-22,4845
Denmark,2021-04-22,1
France,2021-04-22,826
Netherlands,2021-04-22,224
New Zealand,2021-04-22,0
United Kingdom,2021-04-22,252
Australia,2021-04-23,910
Canada,2021-04-23,23884
China,2021-04-23,4845
Denmark,2021-04-23,1
France,2021-04-23,826
Netherlands,2021-04-23,229
New Zealand,2021-04-23,0
United Kingdom,2021-04-23,253
Australia,2021-04-24,910
Canada,2021-04-24,23928
China,2021-04-24,4845
Denmark,2021-04-24,1
France,2021-04-24,827
Netherlands,2021-04-24,231
New Zealand,2021-04-24,0
United Kingdom,2021-04-24,253
Australia,2021-04-25,910
Canada,2021-04-25,23966
China,2021-04-25,4845
Denmark,2021-04-25,1
France,2021-04-25,828
Netherlands,2021-04-25,232
New Zealand,2021-04-25,0
United Kingdom,2021-04-25,253
Australia,2021-04-26,910
Canada,2021-04-26,24025
China,2021-04-26,4845
Denmark,2021-04-26,1
France,2021-04-26,849
Netherlands,2021-04-26,233
New Zealand,2021-04-26,0
United Kingdom,2021-04-26,254
Australia,2021-04-27,910
Canada,2021-04-27,24066
China,2021-04-27,4845
Denmark,2021-04-27,1
France,2021-04-27,856
Netherlands,2021-04-27,235
New Zealand,2021-04-27,0
United Kingdom,2021-04-27,254
Australia,2021-04-28,910
Canada,2021-04-28,24118
China,2021-04-28,4845
Denmark,2021-04-28,1
France,2021-04-28,859
Netherlands,2021-04-28,235
New Zealand,2021-04-28,0
United Kingdom,2021-04-28,254
Australia,2021-04-29,910
Canada,2021-04-29,24170
China,2021-04-29,4845
Denmark,2021-04-29,1
France,2021-04-29,859
Netherlands,2021-04-29,248
New Zealand,2021-04-29,0
United Kingdom,2021-04-29,257
Australia,2021-04-30,910
Canada,2021-04-30,24220
China,2021-04-30,4845
Denmark,2021-04-30,1
France,2021-04-30,861
Netherlands,2021-04-30,250
New Zealand,2021-04-30,0
United Kingdom,2021-04-30,258
Australia,2021-05-01,910
Canada,2021-05-01,24262
China,2021-05-01,4846
Denmark,2021-05-01,1
France,2021-05-01,861
Netherlands,2021-05-01,252
New Zealand,2021-05-01,0
United Kingdom,2021-05-01,258
Australia,2021-05-02,910
Canada,2021-05-02,24301
China,2021-05-02,4846
Denmark,2021-05-02,1
France,2021-05-02,889
Netherlands,2021-05-02,253
New Zealand,2021-05-02,0
United Kingdom,2021-05-02,258
Australia,2021-05-03,910
Canada,2021-05-03,24342
China,2021-05-03,4846
Denmark,2021-05-03,1
France,2021-05-03,889
Netherlands,2021-05-03,254
New Zealand,2021-05-03,0
United Kingdom,2021-05-03,258
Australia,2021-05-04,910
Canada,2021-05-04,24397
China,2021-05-04,4846
Denmark,2021-05-04,1
France,2021-05-04,892
Netherlands,2021-05-04,254
New Zealand,2021-05-04,0
United Kingdom,2021-05-04,260
Australia,2021-05-05,910
Canada,2021-05-05,24451
China,2021-05-05,4846
Denmark,2021-05-05,1
France,2021-05-05,894
Netherlands,2021-05-05,256
New Zealand,2021-05-05,0
United Kingdom,2021-05-05,260
Australia,2021-05-06,910
Canada,2021-05-06,24490
China,2021-05-06,4846
Denmark,2021-05-06,1
France,2021-05-06,894
Netherlands,2021-05-06,256
New Zealand,2021-05-06,0
United Kingdom,2021-05-06,260
Australia,2021-05-07,910
Canada,2021-05-07,24530
China,2021-05-07,4846
Denmark,2021-05-07,1
France,2021-05-07,894
Netherlands,2021-05-07,257
New Zealand,2021-05-07,0
United Kingdom,2021-05-07,260
Australia,2021-05-08,910
Canada,2021-05-08,24569
China,2021-05-08,4846
Denmark,2021-05-08,1
France,2021-05-08,910
Netherlands,2021-05-08,259
New Zealand,2021-05-08,0
United Kingdom,2021-05-08,260
Australia,2021-05-09,910
Canada,2021-05-09,24627
China,2021-05-09,4846
Denmark,2021-05-09,1
France,2021-05-09,910
Netherlands,2021-05-09,259
New Zealand,2021-05-09,0
United Kingdom,2021-05-09,260
Australia,2021-05-10,910
Canada,2021-05-10,24683
China,2021-05-10,4846
Denmark,2021-05-10,1
France,2021-05-10,910
Netherlands,2021-05-10,262
New Zealand,2021-05-10,0
United Kingdom,2021-05-10,261
Australia,2021-05-11,910
Canada,2021-05-11,24715
China,2021-05-11,4846
Denmark,2021-05-11,1
France,2021-05-11,912
Netherlands,2021-05-11,265
New Zealand,2021-05-11,0
United Kingdom,2021-05-11,261
Australia,2021-05-12,910
Canada,2021-05-12,24769
China,2021-05-12,4846
Denmark,2021-05-12,1
France,2021-05-12,932
Netherlands,2021-05-12,265
New Zealand,2021-05-12,0
United Kingdom,2021-05-12,261
Australia,2021-05-13,910
Canada,2021-05-13,24826
China,2021-05-13,4846
Denmark,2021-05-13,1
France,2021-05-13,932
Netherlands,2021-05-13,266
New Zealand,2021-05-13,0
United Kingdom,2021-05-13,261
Australia,2021-05-14,910
Canada,2021-05-14,24870
China,2021-05-14,4846
Denmark,2021-05-14,1
France,2021-05-14,934
Netherlands,2021-05-14,267
New Zealand,2021-05-14,0
United Kingdom,2021-05-14,262
Australia,2021-05-15,910
Canada,2021-05-15,24909
China,2021-05-15,4846
Denmark,2021-05-15,1
France,2021-05-15,934
Netherlands,2021-05-15,267
New Zealand,2021-05-15,0
United Kingdom,2021-05-15,262
Australia,2021-05-16,910
Canada,2021-05-16,24949
